kl_host,kl_first_seen,kl_popularity,kl_threat
62.75.146.221,08.05.2019 21:26,2,Trojan-Banker.Win32.Emotet
213.108.4.57,03.11.2018 06:39,2,Trojan-PSW.Win32.Coins
teleeye.com.ph,01.03.2015 21:32,2,Trojan-Spy.Win32.Zbot
2.59.42.63,17.04.2019 09:42,2,Trojan-PSW.Win32.Coins
5.45.69.149,27.02.2019 16:36,2,CnC.Win32.Generic
5.45.66.161,06.06.2017 12:17,2,CnC.Win32.Generic
185.66.12.239,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
193.151.91.163,14.12.2018 02:22,2,Trojan-PSW.Win32.Coins
62.109.27.161,10.01.2019 11:13,2,CnC.Win32.Generic
62.109.26.244,01.08.2018 17:45,2,Trojan-PSW.Win32.Coins
62.109.15.132,12.10.2017 11:31,2,Trojan-Banker.Win32.Trickster
62.109.6.237,12.10.2017 11:31,2,Trojan-Banker.Win32.Trickster
bigimpressoes.com.br,01.11.2013 11:43,2,CnC.Win32.Generic
5.101.78.115,11.07.2018 11:52,2,Trojan-PSW.Win32.Coins
31.220.52.33,22.10.2018 15:19,2,Trojan-PSW.Win32.Coins
31.220.43.160,14.04.2019 17:23,2,Trojan-PSW.Win32.Vidar
217.8.117.14,21.05.2019 12:20,2,Trojan.Win32.Agent
217.8.117.52,17.05.2019 15:19,2,Trojan-PSW.Win32.Azorult
217.8.117.16,01.05.2019 17:26,2,Trojan-PSW.Win32.Azorult
217.8.117.21,15.04.2019 23:22,2,Trojan-PSW.Win32.Coins
2bad4kira.0fees.net,29.07.2011 16:54,2,Backdoor.Win32.Vernet
77.222.61.198,24.04.2019 06:12,2,Trojan.Win32.Kovter
193.37.213.157,28.01.2019 12:55,2,Trojan.Win32.Yakes
194.58.108.207,23.01.2019 21:25,2,Backdoor.Win32.Parazit
194.58.92.63,26.04.2019 10:13,2,Backdoor.Win32.Plurox
mew.coinbit-dex.com,05.04.2019 11:57,2,Trojan-Spy.Win32.TheRat
217.20.172.141,19.04.2019 03:35,2,Trojan.Win32.Kovter
5.45.75.142,14.05.2019 20:14,2,Trojan-Spy.Win32.TheRat
5.45.72.93,17.04.2019 14:42,2,Trojan-Spy.Win32.TheRat
aqsengineering.com.pk,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
gcss.co.in,04.09.2013 21:10,2,CnC.Win32.Generic
119.92.51.40,06.12.2018 16:32,2,Trojan-Banker.Win32.Emotet
darllymoore.flu.cc,01.09.2014 02:24,2,Trojan-PSW.MSIL.Chisburg
80.15.143.155,26.04.2019 03:47,2,Trojan.Win32.Kovter
yilmazcelikservis.com.tr,28.04.2014 06:58,2,Trojan-PSW.Win32.Fareit
ecc.freeddns.org,11.03.2019 13:46,2,Trojan.Java.Blaze
162.219.26.82,30.05.2018 17:15,2,Trojan.Win32.Kovter
g.neoler.at,10.10.2018 15:28,2,Trojan-Spy.Win32.Ursnif
185.70.185.114,01.11.2018 04:43,2,Trojan.Win32.Betabot
195.123.245.142,01.04.2019 14:46,2,Trojan-Banker.Win32.Trickster
time.ouisers.com,12.12.2018 13:10,2,CnC.Win32.Generic
pya.com.mx,17.02.2014 16:19,2,CnC.Win32.Generic
jdautocentergyn.com.br,19.08.2013 16:23,2,CnC.Win32.Generic
googledrive.dynu.net,08.12.2017 07:56,2,Backdoor.MSIL.Crysan
extermy.zapto.org,05.05.2018 12:35,2,Trojan.Win32.Llac
kingprog.publicvm.com,27.03.2016 01:07,2,Trojan.Script.Agent
rimba.com.my,24.11.2013 21:16,2,CnC.Win32.Generic
188.127.239.10,11.09.2017 15:31,2,Trojan-Ransom.Win32.Locky
5.8.88.189,14.05.2017 17:19,2,Trojan-PSW.Win32.Coins
31.193.141.91,28.11.2017 18:04,2,CnC.Win32.Generic
31.192.210.86,13.06.2017 10:51,2,Backdoor.Win32.Androm
leathercentre.me.uk,15.05.2014 09:47,2,Trojan-Spy.Win32.Zbot
192.81.222.28,07.02.2019 10:33,2,CnC.Win32.Generic
cortinas-de-pelo.com.ar,30.03.2015 21:41,2,Trojan-Spy.Win32.Zbot
prise.com.ar,29.01.2014 18:09,2,CnC.Win32.Generic
3s.dkys.org,12.06.2018 10:28,2,Trojan.Win32.Siscos
juansgarbiehijo.com.ar,08.04.2013 00:15,2,Trojan-Downloader.Win32.Andromeda
menininhos.com.br,18.06.2014 00:12,2,Trojan-Spy.Win32.Zbot
wvww.dnset.com,15.05.2014 20:31,2,Trojan-Banker.AndroidOS.Gepew
94.232.20.113,29.08.2018 13:50,2,Trojan-Banker.Win32.Trickster
basss.no-ip.info,15.11.2011 22:05,2,Trojan.Win32.Llac
styletto.co.za,16.09.2015 21:56,2,Trojan-Spy.Win32.Zbot
51.75.125.91,25.10.2018 02:06,2,Trojan-PSW.Win32.Coins
37.252.5.111,22.02.2019 18:53,2,CnC.Win32.Generic
alliedhealth.com.au,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
gurunichi.createandhost.com,20.11.2014 15:40,2,CnC.Win32.Generic
176.107.178.75,30.10.2018 18:20,2,CnC.Win32.Generic
swinfrastructures.co.za,20.04.2019 19:26,2,Trojan-PSW.Win32.Vidar
176.107.191.119,06.12.2018 11:26,2,Trojan-PSW.Win32.Coins
109.104.79.48,07.05.2019 17:39,2,Trojan-Banker.Win32.Emotet
195.123.225.4,14.05.2018 13:48,2,Trojan-Banker.Win32.CoreBot
transveni.com.br,08.12.2014 13:45,2,Trojan-Spy.Win32.Zbot
projetoplenitude.com.br,02.01.2019 20:18,2,Trojan-Spy.Win32.SpyEyes
31.166.244.172,05.10.2018 16:46,2,CnC.Win32.Generic
bloomroom.com.au,23.10.2013 16:25,2,CnC.Win32.Generic
190.97.219.241,13.03.2019 19:29,2,Trojan-Banker.Win32.Emotet
6theastgrinstead.org.uk,21.07.2014 01:21,2,Trojan-Spy.Win32.Zbot
reko.co.za,12.09.2011 17:34,2,Net-Worm.Win32.Koobface
minings.kl.com.ua,27.02.2019 16:12,2,Trojan-Spy.MSIL.Stealer
madota.co.za,05.09.2015 03:49,2,Trojan-Spy.Win32.Zbot
cafs.co.in,08.06.2015 13:51,2,Trojan-Spy.Win32.Zbot
37.139.3.25,06.02.2019 19:12,2,Trojan.Script.Agent
46.249.62.216,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
geoma.com.br,12.03.2014 13:56,2,CnC.Win32.Generic
46.4.251.184,27.11.2017 11:07,2,Trojan.Win32.Dovs
31.202.165.122,05.02.2015 13:55,2,Trojan.Win32.Yakes
181.118.101.22,28.03.2019 19:56,2,Trojan-Banker.Win32.Emotet
5.9.94.164,29.05.2019 20:26,2,Trojan-PSW.Win32.Coins
xinzf.bjmcmj.cn,12.07.2018 14:18,2,CnC.Win32.Generic
88.99.185.221,01.12.2018 06:08,2,Trojan-PSW.Win32.Predator
88.99.171.105,13.09.2018 22:01,2,Trojan-Dropper.AndroidOS.Hqwar
amasyaelmasi.com.tr,23.04.2015 07:26,2,Trojan-Spy.Win32.Zbot
kocc.or.kr,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
103.74.91.234,02.04.2019 17:47,2,Trojan-Banker.Win32.Trickster
rentcar2u.co.kr,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
188.165.62.2,22.08.2017 10:05,2,Trojan-Banker.Win32.Trickster
207.148.126.117,04.06.2019 13:22,2,Trojan-SMS.AndroidOS.Agent
honew.elimbiz.com,18.03.2019 13:31,2,CnC.Win32.Generic
msh09.ddns.net,09.07.2018 08:27,2,Backdoor.MSIL.Bladabindi
52.14.143.234,27.12.2018 20:22,2,Trojan-PSW.Win32.Coins
fokka.com.br,12.01.2015 07:55,2,Trojan-Spy.Win32.Zbot
backbone.duckdns.org,25.10.2018 20:44,2,Backdoor.MSIL.NanoBot
cpw.00xff.net,17.04.2019 14:09,2,Trojan-Clicker.AndroidOS.Agent
allseasonsinflatables.co.uk,17.12.2013 09:03,2,CnC.Win32.Generic
cursopergamus.com.br,12.08.2013 14:07,2,CnC.Win32.Generic
design.3dstyle.in.ua,13.01.2016 18:48,2,Trojan-Spy.Win32.Carberp
1.indexsinas.me,13.04.2019 15:01,2,Trojan-PSW.Win32.Fareit
palai-vats.myjino.ru,01.10.2018 12:51,2,Trojan-Spy.Win32.Stealer
62.192.227.125,22.05.2019 07:23,2,Trojan-Banker.Win32.Emotet
213.172.88.13,27.04.2019 05:52,2,Trojan-Banker.Win32.Emotet
103.73.161.239,15.05.2019 18:14,2,Trojan.Win32.Siscos
djcrack.servemp3.com,03.01.2012 23:32,2,Trojan.Win32.Generic
91.227.17.32,11.12.2018 02:58,2,Backdoor.Win32.DarkVNC
war.net46.net,03.07.2014 12:00,2,Backdoor.Win32.Vernet
soft.srsroot.com,18.02.2019 13:22,2,Trojan.Win32.Miner
cw00402.tmweb.ru,13.02.2019 12:56,2,Trojan-Spy.Win32.Stealer
androsoftik.at.ua,14.11.2018 09:32,2,Virus.Win32.Sality
chistopol-cs.ucoz.ru,14.11.2018 09:32,2,Virus.Win32.Sality
195.123.246.147,07.05.2019 01:52,2,Trojan-PSW.Win32.Predator
xx4444.uphero.com,10.08.2014 11:37,2,Trojan-Downloader.Win32.Umbra
91.240.85.126,17.04.2019 01:53,2,Trojan-Spy.Win32.Zbot
91.240.84.186,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
91.240.84.59,14.05.2019 10:21,2,Trojan-Banker.Win32.Trickster
91.240.84.30,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
193.37.212.54,29.11.2018 11:11,2,Trojan-Downloader.MSOffice.Agent
185.43.6.204,09.06.2019 08:51,2,Trojan-PSW.Win32.Coins
185.43.6.25,10.01.2019 11:13,2,CnC.Win32.Generic
qldshedmarkets.com.au,04.07.2013 16:18,2,CnC.Win32.Generic
artevimebambu.com.br,12.08.2013 14:07,2,CnC.Win32.Generic
creatingchangecoaching.com.au,16.08.2014 05:48,2,Trojan-Spy.Win32.Zbot
azer.linkpc.net,31.08.2018 21:34,2,Backdoor.MSIL.Bladabindi
airfilter.com.br,18.11.2014 06:47,2,Trojan-Spy.Win32.Zbot
maitaprojects.co.za,09.01.2019 03:14,2,Trojan-Spy.Win32.SpyEyes
192.243.108.248,30.04.2019 19:27,2,Trojan-Banker.Win32.IcedID
188.40.198.185,31.05.2015 06:25,2,Trojan-Spy.Win32.SpyEyes
188.40.133.59,21.06.2015 17:16,2,Trojan.Win32.Yakes
188.138.91.26,06.05.2019 15:44,2,Trojan-Banker.Win32.Emotet
htp.ddns.net,08.03.2019 09:42,2,Backdoor.MSIL.Bladabindi
err.cloins.com,20.11.2014 15:40,2,CnC.Win32.Generic
5.188.231.224,26.01.2018 16:26,2,Trojan-Spy.Win32.SpyEyes
5.188.60.99,13.06.2019 06:16,2,Trojan-Banker.Win32.TinyNuke
5.188.60.113,15.03.2019 04:48,2,Trojan-PSW.MSIL.Baldr
5.188.60.74,24.02.2019 18:23,2,Trojan-PSW.Win32.Kpot
5.188.60.89,10.07.2018 13:51,2,CnC.Win32.Generic
5.8.88.33,09.05.2019 03:53,2,Backdoor.Win32.DarkVNC
5.8.88.44,17.11.2018 16:03,2,Backdoor.Win32.Androm
5.8.88.59,14.08.2018 15:49,2,Trojan-PSW.Win32.Kpot
5.8.88.84,14.02.2017 13:10,2,Trojan-Spy.Win32.Stealer
zealousdandy.myjino.ru,19.02.2019 22:04,2,Trojan-PSW.Win32.Generic
blog.finesseim.com,26.11.2013 11:17,2,CnC.Win32.Generic
110.36.217.66,25.02.2019 14:42,2,Trojan-Banker.Win32.Emotet
23.254.225.240,06.06.2019 14:47,2,Trojan.Win32.Autoit
api.payperinst.ru,08.05.2018 17:52,2,Trojan-Ransom.Win32.Cryptodef
46.102.152.129,26.04.2017 15:36,2,CnC.Win32.Generic
anlacviettravel.com.vn,22.05.2014 10:31,2,Trojan-Spy.Win32.Zbot
51.15.18.9,07.12.2018 09:02,2,Virus.Win32.Sality
91.219.192.14,27.11.2018 08:05,2,Trojan-PSW.Win32.Coins
134.119.103.142,05.05.2019 01:37,2,Trojan.Win32.Kovter
192.144.180.12,29.11.2018 04:32,2,Trojan-Downloader.Win32.Agent
178.124.140.145,24.10.2017 19:48,2,Backdoor.MSIL.NanoBot
89.223.26.150,30.01.2019 09:02,2,Trojan-Banker.Win32.Trickster
securityadvisors.co.za,25.02.2013 11:00,2,Backdoor.Win32.Androm
41.60.202.26,25.02.2019 14:21,2,Trojan-Banker.Win32.Emotet
192.129.227.186,05.06.2018 04:48,2,Trojan.Win32.Kovter
192.129.227.187,05.06.2018 04:48,2,Trojan.Win32.Kovter
192.129.227.188,05.06.2018 04:48,2,Trojan.Win32.Kovter
192.129.227.202,05.06.2018 04:48,2,Trojan.Win32.Kovter
192.129.227.204,05.06.2018 04:48,2,Trojan.Win32.Kovter
192.129.227.203,05.06.2018 04:48,2,Trojan.Win32.Kovter
192.129.227.205,30.05.2018 17:15,2,Trojan.Win32.Kovter
192.129.227.206,30.05.2018 17:15,2,Trojan.Win32.Kovter
192.129.227.189,30.05.2018 17:15,2,Trojan.Win32.Kovter
192.129.227.190,30.05.2018 17:15,2,Trojan.Win32.Kovter
rootca.000space.com,20.11.2014 15:40,2,CnC.Win32.Generic
83.169.38.121,09.08.2017 16:57,2,CnC.Win32.Generic
allezo.com.br,13.10.2014 10:50,2,Trojan-Spy.Win32.Zbot
mftapacantos.com.ar,14.12.2013 05:04,2,CnC.Win32.Generic
80.87.196.251,24.05.2019 13:36,2,Trojan-PSW.Win32.Coins
64.13.225.150,24.04.2019 17:26,2,Trojan-Banker.Win32.Emotet
77.244.215.137,22.04.2019 19:16,2,Trojan-Banker.Win32.Trickster
37.1.214.167,22.11.2018 18:40,2,Trojan.Win32.Kovter
joyhafakot.co.il,04.09.2013 15:40,2,CnC.Win32.Generic
passovizze1978.altervista.org,08.04.2010 12:56,2,CnC.Win32.Generic
grupomontenegro.com.ar,14.01.2019 13:28,2,Trojan-PSW.Win32.Coins
browserloot.rokey.xyz,27.10.2018 17:43,2,Trojan-PSW.MSIL.Cordis
31.131.20.125,14.05.2019 09:52,2,Trojan-Banker.Win32.Trickster
31.131.24.148,26.10.2018 07:35,2,Trojan-Banker.Win32.Trickster
45.62.198.103,27.11.2018 09:16,2,Backdoor.Win32.Androm
193.111.63.181,07.09.2018 09:12,2,Trojan-Banker.Win32.Trickster
peterpanaupairs.co.uk,07.11.2014 10:05,2,Trojan-Spy.Win32.Zbot
188.214.30.54,30.05.2018 17:15,2,Trojan.Win32.Kovter
188.214.30.52,30.05.2018 17:15,2,Trojan.Win32.Kovter
188.214.30.94,30.05.2018 17:15,2,Trojan.Win32.Kovter
188.214.30.53,30.05.2018 17:15,2,Trojan.Win32.Kovter
188.214.30.51,30.05.2018 17:15,2,Trojan.Win32.Kovter
188.173.172.14,03.04.2019 03:54,2,Trojan.Win32.Kovter
185.244.130.142,14.05.2019 15:37,2,Trojan-PSW.Win32.Azorult
185.244.130.194,25.04.2019 23:01,2,Trojan-PSW.Win32.Azorult
185.244.129.68,15.04.2019 23:22,2,Trojan-PSW.Win32.Coins
futeboldearaguaina.com.br,16.09.2014 16:32,2,Trojan-Spy.Win32.Zbot
146.185.132.167,06.02.2019 19:12,2,Trojan.Script.Agent
taputa.ddns.net,15.11.2018 16:36,2,Backdoor.MSIL.NanoBot
87.98.145.137,04.06.2019 00:11,2,Trojan-PSW.Win32.Coins
njta.ddns.net,07.10.2017 03:01,2,Backdoor.MSIL.Bladabindi
loamy.zzz.com.ua,17.11.2018 07:23,2,Trojan-PSW.Win32.Coins
7777.elitfilmizle.com,03.06.2019 20:18,2,Backdoor.MSIL.Bladabindi
fgroup.tula.su,01.08.2018 14:26,2,CnC.Win32.Generic
86.122.149.86,06.05.2019 15:39,2,Trojan-Banker.Win32.Emotet
190.13.160.19,07.02.2019 09:06,2,Trojan-Banker.Win32.Trickster
201.220.134.102,28.12.2018 15:26,2,Trojan-Banker.Win32.Trickster
195.123.233.195,22.01.2019 21:39,2,Trojan-PSW.Win32.Coins
37.120.146.112,26.03.2019 12:46,2,Trojan-PSW.Win32.Coins
durilko.freehostia.com,06.05.2019 01:32,2,Trojan-PSW.Win32.LdPinch
dzhacker15.no-ip.org,27.09.2013 15:12,2,Backdoor.Win32.DarkKomet
atlog.com.sg,07.11.2013 19:24,2,CnC.Win32.Generic
125.209.82.158,21.12.2018 08:39,2,Trojan-Banker.Win32.Trickster
51.15.215.173,05.03.2019 04:28,2,Trojan-Downloader.Win32.Deyma
kidzlink.ae.org,21.03.2013 11:10,2,Backdoor.Win32.Mutopy
162.213.249.151,30.12.2018 05:26,2,Trojan-Spy.Win32.Agent
142.234.116.228,30.03.2019 10:06,2,Trojan.Win32.Kovter
5.8.88.74,10.02.2019 23:03,2,Trojan-PSW.Win32.Kpot
67.222.96.12,12.05.2019 01:12,2,Trojan-Spy.MSIL.Banker
158.58.131.54,11.07.2018 11:52,2,Trojan-Banker.Win32.Trickster
abbamudancas.com.br,20.04.2015 06:13,2,Trojan-Spy.Win32.Zbot
5.255.94.90,26.01.2019 01:03,2,Trojan-PSW.Win32.Coins
5.45.87.218,15.03.2019 05:27,2,Backdoor.Win32.Parazit
172.64.101.41,08.03.2019 01:57,2,Trojan.Win32.Kovter
185.86.149.234,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
185.86.149.54,01.10.2018 14:44,2,CnC.Win32.Generic
185.86.148.194,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
213.87.153.221,23.11.2018 09:31,2,Backdoor.Win32.Xtreme
185.81.114.4,03.02.2019 19:17,2,Trojan-PSW.Win32.Coins
85.30.20.225,10.05.2019 01:06,2,Trojan.Win32.Kovter
185.77.129.141,10.01.2019 06:16,2,Trojan-PSW.Win32.Coins
trusplus111.gotdns.ch,15.11.2018 07:55,2,Trojan.Win32.Llac
acorn-developments.co.uk,16.11.2013 11:27,2,CnC.Win32.Generic
79.172.242.85,12.01.2018 14:44,2,Trojan.Win32.Generic
freya.instanthosting.com.au,17.04.2014 08:25,2,CnC.Win32.Generic
181.143.101.18,09.05.2019 16:34,2,Trojan-Banker.Win32.Emotet
pennholding.co.th,13.06.2014 03:54,2,Backdoor.Win32.Napolar
topic.penza.su,02.04.2018 19:03,2,CnC.Win32.Generic
sandwelltransport.co.uk,13.03.2014 09:16,2,Trojan-Downloader.Win32.Andromeda
omar.hopto.org,27.12.2018 10:13,2,Backdoor.MSIL.Bladabindi
92.38.184.82,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
92.38.163.61,14.05.2019 10:37,2,Trojan-Banker.Win32.Trickster
92.38.163.39,19.11.2018 10:14,2,Trojan-Banker.Win32.Trickster
92.38.163.49,12.09.2018 10:03,2,Trojan-Banker.Win32.Trickster
92.38.135.182,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
103.129.195.105,20.12.2018 09:39,2,Trojan-Banker.Win32.Trickster
168.194.164.134,05.06.2019 01:31,2,Backdoor.Win32.Xtreme
villamaremotta.com.br,04.09.2013 19:56,2,CnC.Win32.Generic
funboat.com.au,09.03.2012 14:02,2,Trojan.Win32.Generic
45.249.94.18,09.02.2018 03:23,2,Backdoor.Win32.Farfli
195.123.220.225,04.08.2018 00:32,2,Backdoor.MSIL.Bladabindi
118.184.48.95,22.09.2017 17:12,2,Trojan.PowerShell.Agent
linuxzone.ddns.net,03.03.2019 05:12,2,Backdoor.MSIL.Bladabindi
parrotcay.como.bz,12.02.2013 12:58,2,Trojan-PSW.Win32.Fareit
atlanticinsulationservices.co.uk,26.11.2015 02:45,2,Trojan-Spy.Win32.Carberp
185.177.59.35,02.08.2018 15:45,2,CnC.Win32.Generic
109.234.35.166,16.08.2018 14:39,2,Trojan-Banker.Win32.Trickster
renatoluis.com.br,04.02.2015 17:27,2,Trojan-Spy.Win32.Zbot
postventa-vodafone.duckdns.org,07.07.2016 21:30,2,Trojan.MSIL.Zapchast
build2impress.co.za,22.02.2019 16:21,2,Trojan-PSW.Win32.Coins
190.13.146.47,20.03.2018 12:51,2,Trojan-Banker.Win32.Emotet
casadoatirador.com.br,24.03.2014 11:02,2,Trojan-Spy.Win32.Zbot
silverbell.000space.com,20.11.2014 15:40,2,CnC.Win32.Generic
test.catorcedias.com,21.09.2015 11:47,2,Trojan-Spy.Win32.Zbot
190.195.129.227,21.12.2018 02:12,2,Trojan-Banker.Win32.Emotet
195.123.245.115,26.04.2019 12:37,2,Trojan-Banker.Win32.Trickster
viasaopedro.ddns.net,01.04.2019 19:01,2,Backdoor.MSIL.Bladabindi
portalcstv.ddns.net,21.02.2019 14:52,2,Backdoor.Win32.Androm
213.14.166.152,25.04.2019 09:26,2,Trojan-Banker.Win32.Emotet
soporterenc.duckdns.org,02.12.2018 08:18,2,Trojan-Proxy.Win32.Lethic
184.164.136.134,10.08.2017 04:43,2,Trojan-Ransom.Win32.Blocker
mida12.com.br,09.08.2013 11:45,2,CnC.Win32.Generic
inndividual.co.uk,06.02.2014 00:49,2,CnC.Win32.Generic
92.63.104.75,16.02.2019 22:57,2,Backdoor.Win32.Mokes
200.28.131.215,24.04.2019 21:32,2,Trojan-Banker.Win32.Emotet
69.163.33.82,10.01.2019 15:38,2,Trojan-Banker.Win32.Emotet
fastchem.co.id,24.06.2014 14:04,2,Trojan-Spy.Win32.Zbot
188.124.106.139,16.02.2019 10:13,2,Trojan-Downloader.Win32.PsDownload
monkey.mastaline.com,29.03.2019 16:29,2,Backdoor.MSIL.Bladabindi
drdep.ddns.net,04.08.2018 09:58,2,Backdoor.MSIL.NanoBot
citrix.vipreclod.com,08.08.2015 06:57,2,Trojan.Win32.Scar
modularplanner.co.uk,24.11.2013 01:41,2,Trojan.Win32.Generic
113974.w74.wedos.ws,15.03.2019 05:43,2,Trojan.Win32.Kasidet
irc.brasirc.com.br,19.05.2019 23:14,2,Backdoor.Linux.Tsunami
5.2.64.188,06.02.2019 10:06,2,Trojan-Banker.Win32.Trickster
185.92.74.85,24.10.2018 18:47,2,Trojan-PSW.Win32.Coins
autonomy.host22.com,20.11.2014 15:40,2,CnC.Win32.Generic
hellointra.hopto.org,12.01.2019 10:26,2,Backdoor.Win32.Poison
hellointra.myftp.org,30.08.2018 12:34,2,Backdoor.Win32.Poison
46.183.219.72,05.12.2018 19:45,2,Trojan-PSW.Win32.Coins
46.148.26.185,14.11.2018 06:37,2,Trojan-PSW.Win32.Coins
ping.confmenow.net,27.05.2019 16:21,2,Trojan.AndroidOS.Agent
termasantateresita.com.ar,11.06.2015 22:42,2,Trojan-Spy.Win32.Zbot
zanboor.duckdns.org,05.08.2018 03:51,2,Backdoor.Win32.Xtreme
198.211.123.210,06.02.2019 19:34,2,Trojan.Script.Agent
195.123.213.141,15.01.2019 14:15,2,Trojan-PSW.Win32.Coins
51.158.75.129,24.12.2018 20:46,2,Trojan-PSW.Win32.Coins
195.123.233.159,04.04.2018 09:12,2,CnC.Win32.Generic
s.icab.pk,16.04.2018 17:26,2,Trojan.Win32.Agent
93.188.165.187,24.10.2018 02:52,2,Trojan-PSW.Win32.Coins
a.najwahaifamelema8.com,17.12.2014 15:06,2,Worm.Win32.Ngrbot
lionoi.adygeya.su,29.08.2018 16:48,2,Trojan.Win32.Propagate
a0298423.xsph.ru,02.05.2019 07:05,2,Trojan-Spy.Win32.Stealer
146.0.77.12,04.03.2019 19:36,2,Trojan-PSW.Win32.Coins
grosjeangerard.hopto.org,02.05.2018 20:39,2,Backdoor.MSIL.Crysan
allonsy.hopto.org,10.03.2017 05:55,2,Backdoor.MSIL.Crysan
195.161.114.252,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
195.161.114.124,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
195.161.114.104,04.01.2019 11:54,2,Trojan-Banker.Win32.Trickster
195.161.62.97,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
195.161.62.172,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
diiimaria.zapto.org,30.09.2013 13:38,2,CnC.Win32.Generic
185.246.64.237,05.02.2019 09:06,2,Trojan-Banker.Win32.Trickster
just111.justhost.com,06.06.2015 17:40,2,CnC.Win32.Generic
test.duckdns.org,05.12.2018 09:27,2,Backdoor.MSIL.Bladabindi
5.23.54.66,29.10.2018 02:18,2,Trojan-PSW.Win32.Coins
drpc.duckdns.org,10.02.2019 20:54,2,Backdoor.MSIL.NanoBot
183.82.1.142,01.05.2019 10:01,2,Trojan-Banker.Win32.Emotet
103.233.195.117,18.02.2019 23:22,2,Trojan.Win32.Yakes
45.11.27.61,09.06.2019 01:39,2,Trojan.MSIL.DOTHETUK
insta.webhop.me,02.12.2018 11:48,2,Backdoor.MSIL.NanoBot
92.53.97.160,13.02.2018 12:06,2,Trojan-PSW.Win32.Coins
89.223.88.29,08.05.2019 15:32,2,Trojan-Banker.Win32.Trickster
78.155.207.139,01.04.2019 21:14,2,Trojan-Banker.Win32.Trickster
wlopescorretora.com.br,23.09.2013 19:20,2,CnC.Win32.Generic
77.244.214.218,11.05.2019 02:07,2,Trojan-Banker.Win32.IcedID
193.238.153.85,02.07.2018 18:39,2,CnC.Win32.Generic
37.139.22.212,16.04.2019 17:17,2,Trojan.Script.Agent
37.139.25.161,06.02.2019 19:12,2,Trojan.Script.Agent
37.139.18.177,06.02.2019 19:42,2,Trojan.Script.Agent
limitlessstudios.co.uk,12.03.2015 14:58,2,Trojan-Spy.Win32.Zbot
5.189.227.109,29.10.2018 08:26,2,Trojan-Banker.Win32.Trickster
89.223.29.55,10.03.2017 19:40,2,Trojan-Spy.Win32.Agent
5.8.88.125,30.05.2018 15:41,2,Trojan-Spy.MSIL.Downeks
irc.gigachat.net,19.05.2019 12:48,2,Backdoor.Linux.Tsunami
203.150.19.63,28.06.2017 02:14,2,Trojan-Dropper.MSOffice.SDrop
110.93.196.197,21.05.2019 16:53,2,Trojan-Banker.Win32.Emotet
181.28.144.64,29.05.2019 15:28,2,Trojan-Banker.Win32.Emotet
86.1.139.205,29.05.2019 08:52,2,Trojan-Banker.Win32.Emotet
27.102.107.137,11.03.2019 14:12,2,Trojan.Win32.Scar
87.246.58.59,28.05.2019 07:54,2,Trojan-Banker.Win32.Emotet
190.246.166.217,23.05.2019 18:32,2,Trojan-Banker.Win32.Emotet
195.54.162.248,14.05.2019 11:57,2,Trojan-Banker.Win32.Trickster
irc.realunix.org,22.01.2018 23:06,2,Backdoor.Linux.Tsunami
lam1000.duckdns.org,29.06.2017 03:53,2,Backdoor.MSIL.Bladabindi
88.214.237.44,22.01.2019 23:23,2,Trojan-Downloader.Win32.Godzilla
185.144.100.13,11.12.2018 16:32,2,CnC.Win32.Generic
31.220.1.123,27.11.2018 14:24,2,Trojan-PSW.Win32.Coins
185.144.29.36,17.07.2018 12:18,2,Trojan-Downloader.Win32.PsDownload
5.8.88.203,28.02.2019 23:57,2,Trojan-PSW.Win32.Coins
185.234.218.158,20.03.2019 22:55,2,Backdoor.Win32.Androm
internaldrywallsolutions.co.uk,26.11.2013 16:26,2,CnC.Win32.Generic
217.195.22.232,06.11.2018 23:03,2,Trojan.Win32.Kovter
azor.lordgame.ru,21.10.2018 23:07,2,Trojan-PSW.Win32.Coins
195.123.246.169,14.05.2019 11:58,2,Trojan-Banker.Win32.Trickster
195.123.240.58,14.05.2019 09:52,2,Trojan-Banker.Win32.Trickster
195.123.246.121,06.03.2019 13:16,2,Trojan-Banker.Win32.Trickster
195.123.240.42,30.10.2018 00:47,2,Trojan-PSW.Win32.Coins
195.123.237.152,13.05.2019 11:45,2,Trojan-Banker.Win32.Emotet
195.123.237.242,29.04.2019 11:29,2,Trojan-Banker.Win32.Trickster
195.123.237.135,04.12.2018 08:45,2,Trojan-Banker.Win32.Trickster
